LotArea,OverallQual,Fireplaces,OpenPorchSF,LotShape,CentralAir,GarageCars,GrLivArea,Electrical,LotFrontage,Neighborhood,MasVnrArea,OverallCond,BldgType,HouseStyle,HalfBath,FullBath,LandSlope,1stFlrSF,2ndFlrSF,ExterQual,KitchenQual,BsmtQual,BsmtFullBath,BedroomAbvGr,Foundation,YearBuilt,BsmtFinType1,HeatingQC,GarageQual,LotConfig,BsmtFinSF1,LandContour,SaleCondition,Functional,Condition1,SaleType,MSZoning,MSSubClass,SalePrice
9600,5,1,80,1,1,0,1113,1,80.0,0,0.0,7,1,0,0,0,0,7.014814351275545,0.0,1,1,0,0,1,0,7.575584651557793,0,0,1,0,6.410174881966167,0,1,1,0,0,1,1,147000
4060,5,0,96,1,1,0,864,1,56.0,0,0.0,8,1,0,0,0,0,6.761572768804055,0.0,0,0,0,0,1,1,7.561121589530238,0,1,0,0,0.0,0,1,1,0,0,1,0,99900
11275,6,1,0,0,1,0,1991,1,0.0,1,480.0,7,1,0,1,0,1,6.999422467507961,6.79794041297493,0,0,0,0,1,0,7.566311014772463,0,0,1,0,5.697093486505405,1,1,1,0,0,1,0,220000
16158,7,1,36,0,1,0,1530,1,124.0,1,16.0,5,1,0,0,1,1,7.333023014386481,0.0,1,1,1,1,1,1,7.60339933974067,0,1,1,0,7.150701457592526,0,1,1,0,0,1,1,260000
8750,6,0,77,1,1,0,1682,1,70.0,0,116.0,5,1,1,1,1,0,6.6895992691789665,6.778784897685177,0,1,0,0,1,1,7.599901959208498,1,1,1,0,6.226536669287466,0,1,1,0,0,1,1,200500
3635,7,1,20,1,1,1,1569,1,51.0,0,130.0,5,0,0,0,1,0,7.358193752733032,0.0,1,1,0,0,0,1,7.604396348796338,0,1,1,0,6.8966943316227125,0,1,1,0,0,1,1,175900
6240,4,0,0,1,0,0,912,1,52.0,0,0.0,5,1,0,0,0,0,6.51025834052315,5.484796933490655,0,0,0,0,1,0,7.5740450053721995,0,0,0,0,0.0,0,1,1,0,0,0,0,80500
8160,5,0,0,1,0,0,1134,0,60.0,0,0.0,6,1,0,1,0,0,6.628041376179533,5.937536205082426,0,0,0,1,1,0,7.570443252057374,0,0,1,0,5.746203190540153,0,0,1,0,0,1,0,126000
9600,7,0,0,1,1,0,1164,1,80.0,0,168.0,5,1,0,1,0,0,7.059617628291383,0.0,0,0,0,0,1,0,7.585281078639126,0,0,1,0,0.0,0,1,1,0,0,1,1,140000
12513,4,1,0,0,1,0,1738,1,0.0,0,0.0,4,1,0,0,1,0,7.155396301896734,6.126869184114185,0,0,0,0,1,0,7.560080465021827,0,0,1,0,0.0,0,1,1,0,0,1,0,104900
17217,5,0,56,1,1,0,1140,1,90.0,0,0.0,5,1,0,0,0,0,7.038783541388542,0.0,0,0,0,0,1,1,7.603897968521881,0,1,0,0,0.0,0,0,1,0,0,1,1,84500
10400,6,1,0,1,1,0,1790,1,80.0,0,288.0,5,1,1,0,0,0,6.919683849847411,6.658011045870748,0,0,0,1,1,0,7.586803535162581,0,0,1,0,5.5134287461649825,0,1,0,0,0,1,1,165150
9353,4,0,0,1,1,0,864,1,71.0,0,0.0,5,1,0,0,0,0,6.761572768804055,0.0,0,0,0,0,1,0,7.585788821732034,0,0,1,0,0.0,0,0,1,0,0,1,1,116050
9808,7,0,72,0,1,0,1573,1,67.0,0,110.0,5,1,0,0,1,0,7.360739903058278,0.0,1,1,0,1,1,1,7.601901959875166,1,1,1,0,6.670766320845874,0,1,1,0,0,1,1,227000
8064,5,1,0,1,1,0,924,1,60.0,0,0.0,7,1,0,0,0,0,6.51025834052315,5.53338948872752,0,0,0,0,1,0,7.575071699507561,0,1,1,0,0.0,0,1,1,0,0,1,0,122900
6627,3,0,0,0,0,0,720,1,0.0,0,0.0,6,1,0,0,0,0,6.579251212010101,0.0,0,0,0,0,1,0,7.575071699507561,0,0,1,0,0.0,0,1,1,0,0,1,1,72500
3684,7,1,20,1,1,1,1555,1,53.0,0,130.0,5,0,0,0,1,0,7.349230824613334,0.0,1,1,0,0,1,1,7.604396348796338,0,1,1,0,0.0,0,1,1,0,0,1,1,174000
8925,8,0,18,0,1,1,1466,1,73.0,1,0.0,5,1,0,0,1,0,7.290292882446597,0.0,1,1,0,0,1,1,7.604396348796338,1,1,1,0,2.833213344056216,1,1,1,0,0,1,1,201000
11717,6,1,0,0,1,0,1442,1,0.0,0,571.0,6,1,0,0,1,0,7.273786317844895,0.0,0,0,0,0,1,0,7.585788821732034,0,0,1,0,0.0,0,1,1,1,0,1,1,185000
10896,6,0,110,1,1,0,3395,0,60.0,0,0.0,7,0,1,0,1,0,7.272398392570047,7.273092595999522,0,0,0,0,1,0,7.5569505720129,0,1,0,0,5.54907608489522,0,0,1,0,0,0,0,200000
11170,7,0,0,0,1,0,2514,1,0.0,1,0.0,5,1,1,1,1,0,7.168579897264035,7.104144092987527,0,0,0,0,1,0,7.595889917718538,0,1,1,0,7.104144092987527,0,1,1,0,0,1,1,250000
11394,9,1,0,1,1,1,1856,1,88.0,1,350.0,2,1,0,1,0,0,7.526178913346146,0.0,1,1,1,1,0,1,7.605890001053122,1,1,1,0,7.27655640271871,0,1,1,0,1,1,1,394432
4043,6,1,55,1,1,0,1069,1,53.0,0,0.0,5,0,0,0,1,0,6.974478911025045,0.0,0,0,0,0,1,0,7.589335823170617,0,0,1,0,5.8888779583328805,0,1,1,0,0,1,1,127500
10708,5,3,0,0,1,0,1867,0,0.0,1,0.0,5,1,0,0,0,0,7.532088143541722,0.0,1,0,0,1,1,0,7.578145472419466,0,1,1,0,5.940171252720432,0,1,1,0,0,1,1,190000
17400,5,1,41,1,1,0,1126,1,80.0,0,0.0,5,1,0,0,1,1,7.026426808699636,0.0,0,0,0,1,1,0,7.589335823170617,0,0,1,0,6.842683282238422,0,1,1,0,0,1,1,160000
10659,5,0,319,0,1,0,1050,1,0.0,0,0.0,6,1,0,0,0,0,6.956545443151569,0.0,0,0,0,1,1,0,7.581209826196346,0,0,1,0,6.82001636467413,0,1,1,0,0,1,1,136500
6000,6,1,0,1,1,0,1158,1,50.0,0,0.0,7,1,0,0,0,0,6.856461984594587,5.342334251964811,0,0,0,0,1,0,7.564757012905729,0,0,1,0,0.0,0,1,1,0,0,0,0,120000
9600,7,1,0,1,1,0,1242,1,80.0,0,320.0,6,1,0,1,0,0,7.124478262493424,0.0,0,0,0,0,1,0,7.587310506022615,0,0,1,0,6.821107472256465,0,1,1,0,0,1,1,175500
8930,6,0,0,1,1,0,1902,1,68.0,0,0.0,5,0,0,0,1,0,7.183870715062453,6.371611847231857,0,0,0,0,1,0,7.589841512182657,0,0,1,0,0.0,0,1,1,0,0,0,0,112000
1680,6,0,0,1,1,0,987,1,21.0,0,158.0,5,0,1,1,0,0,6.180016653652572,6.22455842927536,0,0,0,1,1,0,7.587310506022615,0,0,1,0,5.802118375377063,0,1,1,0,0,0,0,100000
11457,6,1,0,0,1,0,1412,1,130.0,1,0.0,5,1,0,0,1,0,7.252762418053187,0.0,0,1,0,1,1,0,7.59488438721652,1,0,1,0,6.913737350659685,0,1,1,0,0,1,1,175000
9742,8,1,159,1,1,0,1795,1,75.0,0,281.0,5,1,0,0,1,0,7.492760300922379,0.0,1,1,0,0,1,1,7.601901959875166,0,1,1,0,0.0,0,1,1,0,0,1,1,230000
4426,6,0,0,1,1,0,848,1,0.0,0,169.0,5,0,0,0,0,0,6.742880635791903,0.0,1,1,0,1,0,1,7.602900462204755,1,1,1,0,6.4967749901858625,0,1,1,0,0,0,1,143000
8760,7,0,90,1,1,1,1962,1,73.0,0,0.0,5,1,1,1,1,0,7.237778191923443,6.349138991379798,1,1,0,0,1,1,7.603897968521881,1,1,1,0,6.142037405587356,0,1,1,0,1,1,1,239799
18450,6,1,265,0,1,0,2380,1,0.0,0,113.0,5,1,1,1,1,0,7.289610521451167,6.82001636467413,0,0,0,0,1,0,7.583247524303362,0,0,1,0,5.236441962829949,0,0,0,0,0,1,1,129000
10084,7,0,20,1,1,1,1552,1,84.0,0,196.0,5,1,0,0,1,0,7.347299700743164,0.0,1,1,0,0,1,1,7.60339933974067,1,1,1,0,3.2188758248682006,0,1,1,0,1,1,1,212900
8385,5,0,0,1,1,0,985,1,65.0,0,220.0,8,1,0,0,1,0,6.892641641172089,0.0,1,0,0,0,1,0,7.589335823170617,1,0,1,0,6.39024066706535,0,1,1,0,0,1,0,149900
14191,8,0,0,1,1,0,1908,1,85.0,1,0.0,5,1,1,1,1,0,6.900730664045173,6.82001636467413,1,1,0,0,1,1,7.601901959875166,0,1,1,0,0.0,0,1,1,0,0,1,1,202900
20431,9,2,0,0,1,1,2728,1,56.0,1,870.0,5,1,1,1,1,0,7.521859252201629,6.78105762593618,1,1,1,1,1,1,7.60339933974067,1,1,1,0,7.2520539518528135,0,1,1,0,1,1,1,437154
11160,7,2,0,1,1,0,2110,1,93.0,0,0.0,5,1,0,1,1,0,7.6544432264701125,0.0,1,1,0,1,1,0,7.584773077612199,0,1,1,0,6.97166860472579,0,1,1,0,0,1,1,244000
11103,7,1,0,0,1,0,1456,1,85.0,0,0.0,5,1,1,1,1,0,6.590301048196686,6.591673732008658,1,1,0,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,155835
6762,7,0,54,1,1,0,1208,1,64.0,0,108.0,5,1,0,0,1,0,7.0967213784947605,0.0,1,1,0,1,1,1,7.604396348796338,1,1,1,0,6.499787040655854,0,1,1,0,1,1,1,195400
10125,5,0,0,1,1,0,1734,1,75.0,0,0.0,5,0,0,0,1,0,7.171656822768514,6.07073772800249,0,1,0,0,1,0,7.589335823170617,0,0,1,0,0.0,0,1,1,0,0,1,0,126000
13518,9,2,78,1,1,1,3140,1,104.0,1,860.0,5,1,1,1,1,0,7.583756300707112,7.069023426578259,1,1,1,0,1,1,7.60489448081162,0,1,1,0,0.0,0,1,1,0,1,1,1,485000
9636,6,1,40,0,1,0,1593,1,0.0,0,0.0,5,1,1,1,1,0,6.694562058521095,6.666956792429207,0,0,0,0,1,1,7.596894438144544,0,0,1,0,0.0,0,1,1,0,0,1,1,178000
16259,9,0,154,1,1,1,2596,1,111.0,1,370.0,5,1,1,1,1,0,7.130098510125578,7.206377291472252,0,1,1,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,342643
5000,5,1,0,1,1,0,1691,1,50.0,0,0.0,6,1,0,0,1,0,6.933423025730715,6.501289670540389,0,1,0,0,1,0,7.562161631225652,0,0,1,0,5.389071729816501,0,1,1,0,0,1,0,127000
9000,5,0,45,1,1,0,1792,1,60.0,0,0.0,5,0,1,0,1,0,6.79794041297493,6.799055862058796,0,0,0,0,1,0,7.587817219993427,0,0,0,0,0.0,0,1,1,0,0,1,0,136000
10421,7,1,66,1,1,0,1714,1,80.0,0,42.0,5,1,1,1,1,0,6.887552571664617,6.5998704992128365,0,0,0,0,1,0,7.59488438721652,1,0,1,0,5.978885764901122,0,1,1,0,0,1,1,196500
9500,6,2,76,0,1,0,1394,1,0.0,0,247.0,5,1,0,1,0,0,7.2399325913204695,0.0,0,0,0,1,1,0,7.5822291942764615,0,0,1,0,6.413458957167357,0,1,1,0,0,1,1,159000
13214,9,1,76,0,1,1,2018,1,89.0,1,0.0,5,1,0,0,1,0,7.609862200913554,0.0,1,1,1,0,1,1,7.60489448081162,0,1,1,0,0.0,1,1,1,0,0,1,1,378500
9317,6,1,22,0,1,0,1314,1,78.0,0,0.0,5,1,0,0,1,0,7.1808311990445555,0.0,1,1,0,0,1,1,7.603897968521881,1,0,1,0,3.2188758248682006,0,1,1,0,0,1,1,176432
13286,9,1,64,0,1,1,1698,1,86.0,0,340.0,5,1,0,0,1,0,7.437206366871292,0.0,1,1,1,1,1,1,7.604396348796338,1,1,1,0,7.118826249062078,0,1,1,0,0,1,1,320000
6000,6,0,0,1,1,0,1176,1,50.0,0,0.0,9,1,0,0,0,0,6.666956792429207,5.968707559985366,1,0,0,0,1,0,7.5688956634069955,0,0,1,0,0.0,0,1,1,0,0,0,0,134900
14781,8,1,150,0,1,1,1787,1,0.0,0,178.0,5,1,0,0,1,0,7.488293515159428,0.0,1,1,0,0,1,1,7.601402334583733,0,1,1,1,0.0,0,1,1,0,0,1,1,275000
8924,7,0,155,0,1,0,1724,1,57.0,0,0.0,5,1,1,1,1,0,6.779921907472252,6.739336627357174,0,1,0,0,1,1,7.599901959208498,0,1,1,1,0.0,0,1,1,0,0,1,1,188000
10106,5,0,0,1,1,0,1355,1,62.0,0,0.0,7,0,0,0,1,0,6.694562058521095,6.306275286948016,0,0,0,1,1,0,7.570443252057374,0,0,0,0,5.863631175598097,0,1,1,0,0,1,0,127500
15426,6,0,99,0,1,0,1764,1,65.0,0,0.0,5,1,1,1,1,0,6.833031732786201,6.729824070489475,0,1,0,1,1,1,7.599401333415815,1,1,1,0,6.71174039505618,0,1,1,0,0,1,1,231500
9018,7,1,24,0,1,0,1456,1,65.0,0,0.0,5,1,1,1,1,0,6.590301048196686,6.591673732008658,1,1,0,0,1,1,7.604396348796338,0,1,1,0,0.0,0,1,1,0,1,1,1,179540
9750,6,0,0,1,1,0,1442,1,75.0,0,243.0,6,1,0,1,0,0,7.273786317844895,0.0,0,0,0,0,1,0,7.579678823090456,0,0,1,0,6.411818267709897,0,1,1,0,0,1,1,157900
11218,6,1,104,1,1,0,1845,1,70.0,0,0.0,5,1,1,1,1,0,6.961296045910167,6.673297967767654,1,1,0,0,1,1,7.596894438144544,0,1,1,0,0.0,0,1,1,0,0,1,1,189000
14774,9,1,30,0,1,1,2599,1,108.0,1,165.0,5,1,1,1,1,0,7.259819610363186,7.071573364211532,1,1,0,0,1,1,7.6004023345004,0,1,1,0,0.0,0,1,1,0,0,1,1,333168
8850,7,1,0,0,1,0,1690,1,65.0,0,0.0,6,1,0,0,0,0,6.703188113240863,6.775366090936392,0,0,0,0,1,0,7.557994958530806,0,1,1,0,0.0,0,1,1,0,0,0,1,144000
8339,5,0,0,0,1,0,882,1,0.0,0,0.0,7,1,0,0,0,0,6.782192056006791,0.0,0,0,0,0,1,0,7.580189417944541,0,0,1,0,0.0,0,1,1,0,0,1,1,106500
10800,4,0,0,1,1,0,968,1,60.0,0,0.0,6,1,0,0,1,0,6.875232087276577,0.0,0,0,0,0,1,0,7.563719668414366,0,0,0,0,0.0,0,1,1,0,0,1,0,64500
8072,5,0,64,1,1,0,990,1,60.0,0,0.0,5,1,0,0,0,0,6.897704943128636,0.0,0,0,0,1,1,1,7.597897950521784,0,1,1,0,6.616065185132817,0,1,1,0,0,1,1,138000
10410,5,0,0,1,1,0,1656,1,60.0,0,0.0,7,1,0,1,1,0,6.694562058521095,6.558197802812269,0,0,0,0,1,0,7.557994958530806,0,1,0,0,0.0,0,1,0,0,0,1,0,135000
17140,4,0,0,1,1,0,1229,0,0.0,0,0.0,6,1,0,0,0,0,7.113956109566034,0.0,0,0,0,0,1,0,7.578656850594762,0,1,1,0,6.966024187106113,0,1,1,0,0,1,1,135000
10656,8,1,80,0,1,1,1646,1,67.0,1,274.0,5,1,0,0,1,0,7.406103381237015,0.0,1,1,0,0,1,1,7.603897968521881,0,1,1,0,0.0,1,1,1,0,1,1,1,248900
7800,5,1,0,1,1,0,1118,1,65.0,0,0.0,7,0,0,0,0,0,6.675823221634848,5.786897381366708,0,0,0,1,1,0,7.569927655242652,0,0,1,0,6.230481447578482,0,1,1,0,0,0,0,119900
9600,6,0,0,1,1,0,1668,1,80.0,0,0.0,8,1,0,1,0,0,7.013915474810528,6.322565239927284,0,0,0,0,1,0,7.575584651557793,0,1,1,0,4.795790545596741,0,1,0,0,0,1,0,140000
7200,6,1,0,1,1,0,1125,1,72.0,0,255.0,6,1,0,0,0,0,7.025538314638521,0.0,0,0,0,1,1,0,7.588829878307813,0,1,1,0,6.448889394146858,0,0,1,0,0,1,0,125000
159000,6,2,98,0,1,0,2144,1,0.0,1,472.0,7,1,0,0,1,1,7.275172319452771,6.55250788703459,1,1,0,0,1,0,7.579678823090456,0,0,1,1,6.548219102762372,0,1,1,0,0,1,0,277000
7500,5,0,0,1,1,0,1246,1,75.0,0,0.0,7,1,0,1,0,0,7.1276936993473985,0.0,0,1,0,1,1,0,7.580189417944541,0,1,1,0,5.831882477283517,0,1,1,0,0,1,1,154000
9750,7,1,170,1,1,0,2097,1,75.0,0,0.0,6,1,1,1,1,0,7.010311867307229,6.897704943128636,0,1,0,1,1,1,7.599901959208498,1,1,1,0,6.883462586413092,0,1,1,0,0,1,1,274300
7100,5,0,0,0,1,0,816,0,73.0,0,0.0,7,1,0,0,0,0,6.704414354964107,0.0,0,0,0,1,1,0,7.579167967396076,1,0,1,0,6.5638555265321274,0,1,1,0,0,1,1,129900
8765,4,0,28,1,0,0,951,1,50.0,0,0.0,6,1,0,0,0,0,6.85751406254539,0.0,0,0,0,0,1,0,7.568379267836522,0,1,1,0,5.655991810819852,0,0,1,0,0,0,0,106500
2268,7,0,27,1,1,0,1626,1,36.0,1,106.0,5,0,1,0,1,0,6.638567789166521,6.760414691083428,1,1,0,0,1,1,7.602401335665818,1,1,1,0,6.342121418721152,0,1,1,0,0,1,0,173000
11029,6,1,51,0,1,0,1414,1,87.0,0,0.0,8,1,0,0,0,0,7.254177846456518,0.0,1,0,0,1,1,0,7.579678823090456,0,1,1,0,6.270988431858299,0,1,0,0,0,1,1,176500
8400,5,0,0,1,1,0,1314,1,70.0,0,0.0,6,1,0,0,0,0,7.1808311990445555,0.0,0,0,0,1,1,0,7.579167967396076,0,0,1,0,6.827629234502852,0,1,1,0,0,1,1,145000
8063,6,1,48,1,1,0,1690,1,0.0,0,0.0,5,1,1,1,1,0,6.854354502255021,6.610696044717759,0,0,0,0,1,1,7.600902459542082,0,1,1,0,0.0,0,0,1,0,0,1,1,181000
8400,2,0,0,1,0,0,438,0,60.0,0,0.0,5,1,0,0,0,0,6.082218910376446,0.0,0,0,0,0,0,0,7.560080465021827,0,0,1,0,5.673323267171493,0,1,1,0,0,1,0,60000
22420,6,1,0,0,0,1,2624,0,86.0,1,0.0,6,1,1,1,1,0,7.222566018822171,7.134890851565884,0,0,0,1,1,0,7.559038255443384,0,0,1,0,7.029087564149662,0,1,1,0,0,1,0,239000
13728,6,2,0,1,1,0,2108,1,120.0,0,0.0,7,1,1,0,1,0,7.119635638017636,6.771935555839602,0,1,0,0,1,0,7.5678626054638825,0,1,1,0,6.440946540632921,0,1,1,0,0,1,0,235000
9750,7,1,234,1,1,0,1630,1,75.0,0,171.0,5,1,0,0,1,0,7.396335293800808,0.0,1,1,0,0,1,1,7.600902459542082,0,1,1,0,0.0,0,1,1,0,0,1,1,213000
8400,6,1,0,1,1,0,1694,1,60.0,0,0.0,5,1,0,0,1,0,7.237059026124737,5.720311776607412,0,0,0,0,1,1,7.562681246721884,0,0,1,0,6.049733455231958,0,1,1,0,0,1,0,136500
10142,7,0,45,0,1,0,2084,1,76.0,0,0.0,5,1,1,1,1,0,6.862757913051401,7.029087564149662,1,1,0,1,1,1,7.602900462204755,1,1,1,0,6.487684018484611,0,1,1,0,0,1,1,233000
7200,6,1,0,1,0,0,2291,1,60.0,0,0.0,6,0,0,0,1,0,7.138866999945524,6.939253946041508,0,0,0,0,1,0,7.554858521040676,0,1,1,0,6.953684210870537,0,1,1,0,0,0,0,133900
14375,6,1,118,0,1,0,1344,0,0.0,1,541.0,6,1,0,0,0,0,7.203405521083095,0.0,0,1,0,0,1,0,7.579678823090456,1,0,1,1,4.718498871295094,0,0,1,0,0,1,1,137500
9492,5,1,0,1,1,0,1376,1,79.0,0,0.0,5,1,0,0,0,0,6.875232087276577,6.013715156042802,0,0,0,1,1,0,7.57095858316901,0,0,1,0,5.910796644040527,0,1,1,0,0,1,0,105000
10800,5,0,0,1,1,0,1200,1,60.0,0,0.0,5,0,0,0,1,0,7.090076835776092,0.0,0,0,0,1,1,0,7.594381242551817,1,0,0,0,7.0909098220799835,0,0,1,0,0,1,0,179000
9350,5,1,92,1,1,0,1265,1,85.0,0,0.0,8,1,0,0,1,0,7.142827401161621,0.0,0,1,0,0,1,1,7.583247524303362,0,0,1,0,6.452048954437226,0,1,1,0,0,1,0,179900
11216,8,1,140,1,1,0,1489,1,81.0,1,0.0,5,1,0,0,1,0,7.305860032684009,0.0,1,1,0,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,232600
3922,7,1,16,1,1,1,1258,1,53.0,0,72.0,5,0,0,0,1,0,7.1372784372603855,0.0,1,1,1,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,172500
2280,6,1,0,1,1,0,1456,1,24.0,0,0.0,6,0,1,1,1,0,6.75110146893676,6.400257445308821,0,0,0,0,1,0,7.588829878307813,0,0,1,0,6.340359303727752,0,1,1,0,0,1,0,148500
11250,8,1,0,1,1,0,2290,1,0.0,0,0.0,5,1,1,1,1,0,7.046647277848756,7.040536390215956,1,1,0,0,1,1,7.601901959875166,0,1,1,0,0.0,0,1,1,0,0,1,1,255900
8472,5,0,0,0,0,0,816,1,110.0,0,0.0,5,0,0,0,0,1,6.704414354964107,0.0,0,0,0,1,1,0,7.5822291942764615,0,0,1,0,4.653960350157523,0,1,1,1,0,0,0,110000
9120,6,1,0,1,1,0,1261,1,76.0,0,0.0,6,1,0,0,0,0,7.13966033596492,0.0,0,0,0,1,1,0,7.579678823090456,0,1,1,0,6.4967749901858625,0,1,1,0,0,1,1,163000
8712,5,0,0,1,0,0,1044,0,66.0,0,0.0,5,1,0,0,0,1,6.950814768442584,0.0,0,0,0,0,1,0,7.5766097669730375,0,0,1,0,0.0,0,0,1,0,0,0,1,55993
19690,6,1,236,0,1,0,2201,1,0.0,0,0.0,7,1,0,0,1,0,7.362010551259734,6.440946540632921,1,1,0,0,1,0,7.583756300707112,0,0,1,1,0.0,0,0,1,0,0,1,0,274970
7838,5,1,144,1,1,0,900,1,68.0,0,0.0,5,1,0,0,0,0,6.802394763324311,0.0,0,0,0,1,1,0,7.584264818389059,0,0,1,0,6.646390514847729,0,1,1,0,0,1,0,123000
12508,6,0,0,0,1,0,1750,1,75.0,0,0.0,7,1,0,0,1,0,6.890609120147166,6.643789733147672,0,0,0,1,1,0,7.570443252057374,0,1,1,0,6.493753839851687,0,1,0,0,0,1,0,160000
11096,8,0,146,1,1,1,1656,1,84.0,1,0.0,5,1,0,0,1,0,7.412160334945205,0.0,1,1,0,0,1,1,7.603897968521881,1,1,1,0,3.2188758248682006,0,1,1,0,0,1,1,249700
8499,6,1,36,0,1,0,1412,1,73.0,0,0.0,5,1,1,1,1,0,6.423246963533519,6.680854678790215,0,1,0,0,1,1,7.603897968521881,0,1,1,0,0.0,0,1,1,0,1,1,1,156932
7200,5,0,32,1,1,0,900,1,60.0,0,0.0,7,1,0,0,0,0,6.802394763324311,0.0,0,1,0,0,1,0,7.576097340623111,0,0,1,0,5.459585514144159,0,1,1,0,0,1,1,134800
13811,6,1,0,0,1,0,1137,1,54.0,1,72.0,6,1,0,0,1,0,7.036148493750536,0.0,0,1,0,1,1,0,7.594381242551817,1,0,1,0,6.8885724595653635,0,1,1,0,0,1,1,176000
9246,5,0,211,0,1,0,1656,1,87.0,0,564.0,5,0,0,0,1,0,7.412160334945205,0.0,0,0,0,0,1,0,7.587310506022615,0,0,1,0,0.0,0,1,1,0,0,1,0,135000
9588,8,1,148,0,1,1,2574,1,69.0,0,270.0,5,1,1,1,1,0,7.301147805856032,6.996681488176539,1,1,1,0,1,1,7.604396348796338,0,1,1,0,0.0,0,1,1,0,1,1,1,276000
4270,3,0,0,1,1,0,774,1,70.0,0,0.0,6,1,0,0,0,1,6.651571873589727,0.0,0,1,0,0,1,0,7.565793282428515,0,1,0,0,6.300785794663244,0,1,1,0,0,0,0,79000
8544,5,0,65,0,1,0,1228,1,0.0,0,0.0,6,1,0,1,0,0,7.113142108707088,0.0,0,1,0,0,1,0,7.583756300707112,0,0,1,1,0.0,0,1,1,0,0,1,1,149350
9842,5,0,0,1,1,0,2601,1,51.0,0,0.0,6,1,1,1,1,0,6.897704943128636,7.385230923066573,0,0,0,0,1,0,7.560601162768557,0,1,1,0,0.0,0,1,1,0,0,1,0,189000
10991,8,1,36,0,1,1,1571,1,89.0,1,80.0,5,1,0,0,1,0,7.359467638255621,0.0,1,1,0,0,1,1,7.604396348796338,0,1,1,0,0.0,1,1,1,0,1,1,1,239000
14145,7,0,45,1,1,0,1621,1,91.0,0,0.0,7,1,0,0,1,0,7.390798521735676,0.0,1,1,0,1,1,0,7.592870287844818,0,1,1,0,5.365976015021851,0,1,1,0,0,1,1,202500
8600,6,1,0,1,1,0,1376,1,50.0,0,0.0,6,1,0,0,1,0,6.659293919683638,6.391917113392602,0,0,0,0,1,0,7.5688956634069955,0,0,1,0,0.0,0,1,1,0,0,0,0,119500
25000,5,0,0,1,1,0,1632,1,100.0,0,0.0,4,0,0,0,1,0,7.397561535524052,0.0,0,0,0,0,1,0,7.584264818389059,0,0,1,0,0.0,0,1,1,0,0,1,0,143000
10400,7,1,0,1,1,0,1682,1,80.0,0,288.0,6,1,0,0,1,0,7.427738840532894,0.0,0,0,0,0,1,1,7.585788821732034,0,0,1,0,0.0,0,1,1,0,0,1,1,174000
6270,5,0,0,1,0,1,2002,0,82.0,1,0.0,6,0,1,0,1,0,6.90875477931522,6.90975328164481,0,0,0,0,1,0,7.575071699507561,0,0,1,0,5.652489180268651,1,1,1,0,0,0,0,145000
9100,7,1,33,1,1,0,1836,1,70.0,0,0.0,5,1,0,0,1,0,7.515344571180436,0.0,1,1,0,0,1,1,7.602900462204755,1,1,1,0,3.2188758248682006,0,1,1,0,0,1,1,216837
16692,7,2,112,0,1,0,2784,1,80.0,0,184.0,5,1,1,1,1,0,7.238496840894365,7.239214973779806,0,1,0,1,1,0,7.589841512182657,0,0,1,0,6.673297967767654,0,1,1,0,0,1,1,250000
9037,8,1,33,0,1,0,1484,1,64.0,1,32.0,5,1,0,0,1,0,7.302496423727326,0.0,1,1,0,0,1,1,7.603897968521881,1,1,1,0,6.061456918928017,1,1,1,0,0,1,1,265900
8400,6,1,36,1,1,0,1537,1,80.0,0,237.0,9,1,0,1,0,0,7.337587743538596,0.0,1,1,0,1,1,0,7.581719640125308,0,0,1,0,0.0,0,0,1,0,0,1,1,174000
11500,4,0,0,0,0,0,845,1,0.0,0,0.0,3,1,0,0,0,0,6.739336627357174,0.0,0,0,0,0,1,0,7.579167967396076,0,1,1,1,0.0,0,1,1,0,0,1,1,84000
23595,7,1,0,1,1,0,1524,1,0.0,1,0.0,6,1,0,1,0,1,7.194436851100335,5.262690188904886,1,1,0,1,0,1,7.590346945602565,1,0,1,0,7.138073034044347,0,1,1,0,0,1,0,260000
12205,6,0,168,0,1,0,2087,1,0.0,1,157.0,8,1,1,1,1,0,6.883462586413092,7.013915474810528,0,1,0,0,1,0,7.583756300707112,0,0,1,0,6.343880434126331,0,1,1,0,0,1,1,187500
10205,5,0,72,0,1,0,999,1,69.0,0,0.0,5,1,0,0,0,0,6.906754778648554,0.0,0,0,0,1,1,0,7.581719640125308,0,0,1,0,6.665683717782408,0,1,1,0,0,1,0,134500
6000,5,1,0,1,1,0,1348,1,50.0,0,0.0,8,1,0,0,0,0,6.784457062637643,6.142037405587356,0,0,0,1,1,0,7.562681246721884,0,1,1,0,0.0,0,1,1,0,0,0,0,117000
10084,8,1,57,1,1,0,1694,1,75.0,1,186.0,5,1,0,0,1,0,7.434847875211999,0.0,1,1,1,1,1,1,7.602900462204755,1,1,1,0,7.222566018822171,0,1,1,0,0,1,1,307000
